"Id","SalePrice"
1461,123710.289627959
1462,162389.213413522
1463,180921.271564344
1464,188934.490253673
1465,175255.062511712
1466,165649.732646451
1467,182237.855451227
1468,159185.225439871
1469,181973.84903103
1470,132729.706466484
1471,220133.079916949
1472,103674.167448949
1473,104129.381030744
1474,141859.522066317
1475,115424.287372021
1476,377663.948873176
1477,245020.327728829
1478,287156.953274413
1479,288389.905720735
1480,388235.810599419
1481,312143.195401334
1482,199237.376202586
1483,178182.952357428
1484,164777.173076315
1485,172801.61529282
1486,191810.261595321
1487,295495.638310804
1488,229597.737969008
1489,193353.504265548
1490,243062.456938999
1491,191723.443104745
1492,97041.4199378961
1493,168322.272242112
1494,287093.855729305
1495,275262.9993317
1496,245822.070161037
1497,183106.391370584
1498,165636.040677284
1499,164480.538045744
1500,161462.373081275
1501,195506.020020267
1502,156307.241919834
1503,279628.371647257
1504,244747.776057049
1505,231964.791030891
1506,194808.495762169
1507,252470.687965005
1508,201769.582216327
1509,159005.384389412
1510,147589.689003797
1511,149757.546683912
1512,169483.340729319
1513,153398.142128938
1514,159377.070587529
1515,186294.477302068
1516,158591.739062284
1517,163618.704555227
1518,127273.2933188
1519,230648.679034304
1520,139418.311833751
1521,138203.875261464
1522,171348.075926568
1523,115428.576984265
1524,126371.079484294
1525,130237.478935041
1526,105476.520903975
1527,94197.0564096734
1528,148471.506449666
1529,155359.728724185
1530,165959.104225871
1531,122786.658098928
1532,111867.339803017
1533,143351.723920752
1534,126599.79801137
1535,141649.55668548
1536,109768.503716145
1537,113725.579295249
1538,150189.006981729
1539,203577.155115509
1540,121052.65754505
1541,129110.127490465
1542,144378.829012203
1543,205977.306802905
1544,99191.2079501363
1545,118145.097392891
1546,151061.142610151
1547,134973.344701676
1548,140259.856908791
1549,119000.717866032
1550,145051.106928621
1551,130492.979137656
1552,145681.884081714
1553,134961.8193027
1554,126286.923707307
1555,178540.778835866
1556,96681.1010223745
1557,106973.733567753
1558,111167.251791049
1559,113137.158437976
1560,126364.210130939
1561,145589.544955877
1562,123590.602508283
1563,123271.554407924
1564,170038.898391148
1565,144595.020843775
1566,223437.592504872
1567,81718.1096510862
1568,225497.169680989
1569,148685.908264175
1570,139438.197375065
1571,142938.534239256
1572,159647.510558514
1573,237626.728276777
1574,142150.184245126
1575,200096.508977066
1576,242114.708501679
1577,174934.654700931
1578,145039.569204671
1579,150274.113024912
1580,184458.595072194
1581,145733.097736669
1582,135303.082890414
1583,298736.511943471
1584,222918.041848265
1585,152557.326350806
1586,71661.3142785525
1587,107838.9263852
1588,147004.087226111
1589,95332.4147716326
1590,147817.503446748
1591,104859.619094531
1592,128737.681947295
1593,134526.414787868
1594,154361.741889671
1595,115294.009540935
1596,202353.045352896
1597,167815.203506438
1598,200059.376529139
1599,176714.537954351
1600,173892.990629757
1601,102527.692841024
1602,113797.755862847
1603,100063.447558754
1604,250232.883719928
1605,241979.332562019
1606,180218.892918273
1607,175404.410375408
1608,202325.958684446
1609,177108.335970234
1610,153758.907763549
1611,140781.22836046
1612,176234.440103414
1613,166698.171076565
1614,126864.781661757
1615,107449.061154812
1616,103891.471957062
1617,99287.478125483
1618,129740.758043861
1619,138254.955748395
1620,171901.47605212
1621,140269.897896687
1622,144825.999547915
1623,248611.184312749
1624,228422.189961276
1625,114057.071537711
1626,170484.815005172
1627,184340.431580659
1628,269872.915920468
1629,174733.486906418
1630,332275.063989179
1631,203338.232340393
1632,237364.42478168
1633,161778.278670242
1634,184526.230706847
1635,172325.557488138
1636,154608.792152008
1637,196880.545069269
1638,179376.982423515
1639,186882.142225434
1640,245176.766948908
1641,185626.578212009
1642,240905.097391847
1643,219890.793631372
1644,232949.044816264
1645,199264.883844614
1646,160856.739568699
1647,156607.355121429
1648,136800.346751239
1649,146676.662571982
1650,126964.978924604
1651,131659.273921427
1652,104878.515846499
1653,105878.70133806
1654,137651.884080825
1655,142061.559160557
1656,133954.647590971
1657,137370.200495441
1658,141887.563656651
1659,117022.297347197
1660,151879.393814286
1661,429621.534530546
1662,356342.24093291
1663,384226.906026377
1664,419915.300407141
1665,313658.219832514
1666,312152.924711406
1667,341736.327259663
1668,348929.305047115
1669,291567.746821625
1670,353253.895280491
1671,276737.783954802
1672,389570.420711437
1673,303309.389579179
1674,256560.044538357
1675,189344.184550131
1676,192828.061166985
1677,211689.233550797
1678,349936.777004591
1679,371523.452232616
1680,340599.925178774
1681,251958.144461163
1682,289839.440601982
1683,184221.860550758
1684,175165.906020717
1685,161260.758707755
1686,170652.582955295
1687,157017.826518524
1688,187531.588213219
1689,188849.384178559
1690,190759.728272712
1691,174752.984992325
1692,249618.403571815
1693,156806.869979807
1694,170784.194107586
1695,168266.153242777
1696,221801.890469604
1697,166463.460323075
1698,319046.287088122
1699,290355.115422067
1700,250997.219175749
1701,272565.251175908
1702,256258.807583161
1703,250543.23579451
1704,281770.026532878
1705,232616.028595606
1706,387595.80473791
1707,224469.020360383
1708,208580.851660218
1709,271606.99657158
1710,226998.639344996
1711,257852.970377758
1712,267174.472707147
1713,279973.320733355
1714,234304.150454286
1715,210548.926190845
1716,181996.077405446
1717,162844.68833266
1718,138632.853705016
1719,201877.322637589
1720,228857.723510379
1721,172255.173692662
1722,140972.402346469
1723,155101.594079894
1724,209272.830515907
1725,221950.997195981
1726,179244.337389501
1727,162731.776622235
1728,176704.287014681
1729,162037.34302649
1730,157971.238942324
1731,129563.481570187
1732,153509.264068896
1733,120604.056755266
1734,127505.306892902
1735,134480.388816317
1736,122165.722707567
1737,236275.028539712
1738,211709.836794324
1739,277102.292534876
1740,242858.965507012
1741,201476.258675252
1742,172143.841579087
1743,180090.787402094
1744,275068.914305154
1745,205790.668441546
1746,193883.521366479
1747,210060.494876977
1748,227286.618731124
1749,151840.21811369
1750,130936.573035477
1751,221159.264525224
1752,131865.135092574
1753,155804.914186819
1754,181223.367342045
1755,181048.829708987
1756,138243.062372057
1757,126721.062404772
1758,158413.589955003
1759,148710.638274097
1760,161946.894510208
1761,150211.41127102
1762,180135.402728081
1763,164016.07509175
1764,115250.852345612
1765,176294.644345807
1766,181613.48329921
1767,227325.941221207
1768,145920.61822006
1769,174561.187084813
1770,153971.260330416
1771,117081.694857786
1772,132837.147411402
1773,132665.623307902
1774,149448.5244999
1775,145640.64398736
1776,121959.484177591
1777,111034.568517003
1778,135836.525514674
1779,127191.582821213
1780,171765.480728276
1781,139410.656066125
1782,105872.821248431
1783,142558.060494652
1784,92406.9529153361
1785,114488.169004797
1786,128561.269202043
1787,164939.103705404
1788,73083.9118032461
1789,96438.5760792905
1790,96639.5986544865
1791,182750.508748858
1792,157481.496878435
1793,121925.074343845
1794,150870.280404351
1795,145242.384052268
1796,130225.316747955
1797,116829.573151182
1798,128486.996640552
1799,116027.777874828
1800,126835.350894767
1801,137674.901838348
1802,122355.332723205
1803,151921.761487089
1804,139074.686139361
1805,149229.593674217
1806,122077.51390697
1807,139640.943482585
1808,126505.177234638
1809,110150.263686595
1810,145488.842511465
1811,113712.30861846
1812,93339.4216558649
1813,137447.908287593
1814,95143.305624249
1815,80679.4000941738
1816,113159.471853625
1817,105840.827204018
1818,161545.271601916
1819,115370.239435683
1820,95938.48890304
1821,123769.569499104
1822,151558.97951798
1823,88001.9382935609
1824,146855.383108677
1825,139471.913116528
1826,113055.470992693
1827,97751.905594601
1828,146120.779258219
1829,150867.26372984
1830,149630.730057424
1831,128659.437130889
1832,123000.847464957
1833,147063.943977404
1834,127858.0579989
1835,149751.68515524
1836,143093.996135424
1837,101941.732355328
1838,137512.020052912
1839,107970.497537151
1840,171090.978262569
1841,145896.133290644
1842,107222.668238454
1843,130501.575657899
1844,135759.495736383
1845,143947.670115186
1846,150490.403386912
1847,162747.981213604
1848,62338.0711390888
1849,116612.159606871
1850,134371.238838498
1851,167342.888682548
1852,127348.463920227
1853,132415.949731681
1854,166388.116501931
1855,137732.812521062
1856,226311.351952868
1857,155442.874074116
1858,142732.557533731
1859,116098.480592073
1860,141599.115367862
1861,113544.028063086
1862,224653.751019217
1863,223149.006793522
1864,224965.325960447
1865,329228.587968174
1866,348146.48053213
1867,225147.151439743
1868,308700.222106785
1869,202636.422336668
1870,220677.337293929
1871,241992.298922369
1872,162239.381846401
1873,235473.438507761
1874,146170.33628423
1875,198147.323095415
1876,196496.371608902
1877,211278.991065031
1878,192159.762154217
1879,148553.496358891
1880,144991.706230161
1881,246340.397996416
1882,250925.426832999
1883,186715.572071198
1884,206585.20438031
1885,251728.178498496
1886,281598.083051061
1887,208300.080293044
1888,262140.790050875
1889,165365.553039968
1890,129659.651154504
1891,153939.409131435
1892,115363.705105642
1893,127592.760833729
1894,140201.195581453
1895,129555.382771553
1896,138216.314122708
1897,114788.124276636
1898,139745.001808754
1899,144487.239741507
1900,146492.86660434
1901,160572.167634867
1902,139307.949629821
1903,190784.24076363
1904,130166.570514771
1905,198974.673486216
1906,158431.726269958
1907,202623.805905674
1908,124737.835043691
1909,140283.117413725
1910,129938.475124981
1911,195603.053897554
1912,264433.724795694
1913,168475.154667961
1914,78344.1723575656
1915,282968.020528103
1916,66129.1333944546
1917,248690.637684498
1918,145687.140938504
1919,182493.363166808
1920,157961.696067568
1921,383873.810163789
1922,322489.772762434
1923,217978.530216967
1924,212478.883552659
1925,199242.772855703
1926,378811.803163111
1927,126990.04823151
1928,167052.64676692
1929,124573.215997363
1930,134969.721871379
1931,157124.803595435
1932,153104.007557765
1933,177049.630379593
1934,175331.776916524
1935,171040.035679491
1936,181642.481013329
1937,178211.726459363
1938,171640.068804221
1939,212152.552868703
1940,176145.476983212
1941,169233.254503828
1942,188183.76867934
1943,195687.420915294
1944,321663.875053804
1945,360993.645778127
1946,160100.692714536
1947,296653.198465723
1948,195657.144846865
1949,241761.83185559
1950,182958.073014411
1951,279166.893435262
1952,212674.186773554
1953,174791.537227225
1954,171749.320695359
1955,137009.664033869
1956,268446.027908021
1957,165771.422058358
1958,286940.879617769
1959,145240.568615474
1960,113640.949181352
1961,119694.602413649
1962,102346.928630266
1963,112893.835863655
1964,113789.721275264
1965,142459.651949616
1966,139001.058340264
1967,292856.028729115
1968,375106.399487353
1969,381397.105131606
1970,348022.355914931
1971,402247.624495313
1972,372391.840182651
1973,260543.614639035
1974,329341.461467315
1975,376089.01339593
